client_ID,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,city_latitude,city_longitude,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies
CUST_07046,22,23000,RENT,6,MEDICAL,C,6250,12.73,0,0.27,N,2,Female,Single,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.2717391304,2216.776945,0.3681207367,15,0.1758190498,3
CUST_07047,25,51000,MORTGAGE,5,DEBTCONSOLIDATION,A,7000,7.88,0,0.14,N,4,Male,Single,Master,UK,England,London,51.5074,-0.1278,Self-employed,60,0.137254902,10953.60472,0.3520314651,13,0.487976317,1
CUST_07048,23,51000,MORTGAGE,3,PERSONAL,C,16000,13.11,0,0.31,Y,3,Female,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Part-time,36,0.3137254902,10771.69474,0.5249351909,14,0.2223708943,0
CUST_07049,25,24000,RENT,3,DEBTCONSOLIDATION,C,6250,13.72,0,0.26,Y,3,Female,Married,High School,UK,Wales,Swansea,51.6214,-3.9436,Part-time,36,0.2604166667,1447.246963,0.3207186235,9,0.2138017892,0
CUST_07050,23,24000,RENT,0,EDUCATION,B,6250,12.53,0,0.26,N,3,Male,Single,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Full-time,24,0.2604166667,1420.427449,0.3196011437,13,0.7451818382,0
CUST_07051,24,26000,RENT,8,MEDICAL,A,6250,6.91,0,0.24,N,4,Female,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.2403846154,7659.528081,0.5349818493,9,0.1665146216,0
CUST_07052,21,51000,MORTGAGE,5,PERSONAL,A,6000,7.88,0,0.12,N,2,Male,Married,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Unemployed,24,0.1176470588,5595.451642,0.2273617969,6,0.6788071583,0
CUST_07053,22,27000,RENT,3,MEDICAL,D,6250,15.99,1,0.23,Y,4,Male,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Self-employed,60,0.2314814815,4868.724279,0.4118046029,8,0.703867612,0
CUST_07054,22,55000,RENT,3,VENTURE,A,7000,6.91,0,0.13,N,4,Male,Married,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Self-employed,60,0.1272727273,13661.80456,0.3756691737,11,0.4449708842,1
CUST_07055,24,51000,MORTGAGE,5,HOMEIMPROVEMENT,A,3600,7.14,0,0.07,N,2,Male,Married,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.07058823529,12058.4784,0.3070289882,14,0.1161769906,0
CUST_07056,24,55000,RENT,1,MEDICAL,A,7000,7.88,0,0.13,N,4,Female,Married,Master,USA,New York,Buffalo,42.8864,-78.8784,Full-time,24,0.1272727273,12040.27393,0.3461867987,5,0.8882479445,0
CUST_07057,22,51000,MORTGAGE,3,EDUCATION,B,15200,10.99,0,0.3,N,4,Female,Married,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.2980392157,11375.18177,0.5210819954,5,0.5268288582,1
CUST_07058,24,51000,OWN,9,VENTURE,D,10000,15.31,0,0.2,Y,2,Male,Divorced,Master,Canada,BC,Victoria,48.4284,-123.3656,Full-time,24,0.1960784314,9303.981433,0.3785094399,1,0.5287046756,0
CUST_07059,26,51000,MORTGAGE,3,HOMEIMPROVEMENT,A,10000,7.74,0,0.2,N,3,Male,Single,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.1960784314,11089.87263,0.4135269143,2,0.5110904639,2
CUST_07060,22,56000,RENT,0,DEBTCONSOLIDATION,B,7000,11.36,0,0.13,N,2,Male,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,36,0.125,8541.960059,0.2775350011,2,0.9205986934,1
CUST_07061,21,45000,MORTGAGE,3,DEBTCONSOLIDATION,D,8000,15.31,1,0.18,Y,3,Male,Divorced,Master,USA,California,San Francisco,37.7749,-122.4194,Full-time,36,0.1777777778,8069.56335,0.3571014078,4,0.192747196,0
CUST_07062,24,56000,RENT,7,VENTURE,A,7000,8.59,0,0.13,N,3,Female,Single,High School,UK,England,London,51.5074,-0.1278,Full-time,60,0.125,6363.964755,0.2386422278,4,0.4130036877,1
CUST_07063,24,51000,MORTGAGE,4,HOMEIMPROVEMENT,A,8500,8.94,0,0.17,N,3,Female,Single,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Full-time,12,0.1666666667,12214.70103,0.4061706085,6,0.08257653283,0
CUST_07064,26,56000,RENT,4,PERSONAL,A,7000,9.07,0,0.13,N,3,Female,Widowed,Master,UK,Wales,Swansea,51.6214,-3.9436,Unemployed,24,0.125,11790.23443,0.3355399006,12,0.3167925995,0
CUST_07065,25,50000,RENT,2,MEDICAL,E,7000,15.57,1,0.14,N,3,Male,Single,Bachelor,UK,England,London,51.5074,-0.1278,Full-time,12,0.14,7865.668836,0.2973133767,5,0.8480907422,0
CUST_07066,25,56004,RENT,3,MEDICAL,C,7000,14.22,0,0.12,N,4,Female,Single,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,36,0.1249910721,7618.056572,0.2610180804,3,0.2769545344,0
CUST_07067,23,57960,RENT,0,PERSONAL,C,7000,13.04,0,0.12,Y,4,Female,Widowed,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.1207729469,4683.207938,0.2015736359,6,0.7403128152,1
CUST_07068,23,52000,RENT,3,MEDICAL,C,7000,13.85,1,0.13,N,4,Male,Single,Master,USA,New York,New York City,40.7128,-74.006,Part-time,60,0.1346153846,5891.446031,0.2479124237,2,0.1902763553,0
CUST_07069,24,51000,MORTGAGE,5,EDUCATION,B,8000,10.96,0,0.16,N,3,Male,Married,Master,UK,England,London,51.5074,-0.1278,Full-time,36,0.1568627451,9013.057285,0.3335893585,12,0.6003643415,0
CUST_07070,26,60000,RENT,9,DEBTCONSOLIDATION,C,7000,13.49,0,0.12,N,2,Male,Widowed,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Self-employed,36,0.1166666667,11978.2036,0.3163033933,11,0.7735897109,2
CUST_07071,24,51024,MORTGAGE,8,HOMEIMPROVEMENT,C,2000,12.99,0,0.04,Y,4,Female,Widowed,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,12,0.03919724051,6749.266559,0.1714735528,6,0.7261121408,0
CUST_07072,23,51036,MORTGAGE,7,EDUCATION,C,15000,13.16,0,0.29,N,4,Male,Single,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,36,0.293910181,5527.313758,0.4022124335,5,0.7985405229,1
CUST_07073,22,60000,RENT,1,PERSONAL,C,7000,14.65,0,0.12,N,2,Female,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.1166666667,12833.88947,0.3305648245,7,0.4490004918,2
CUST_07074,23,60000,RENT,4,DEBTCONSOLIDATION,A,7000,6.03,0,0.12,N,3,Male,Single,Master,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.1166666667,17518.58955,0.4086431592,9,0.3362789259,2
CUST_07075,24,51072,MORTGAGE,8,EDUCATION,B,13000,10.95,0,0.25,N,2,Female,Single,Master,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,36,0.2545426065,3200.055231,0.3172003295,8,0.3167771076,0
CUST_07076,25,54000,RENT,1,DEBTCONSOLIDATION,F,7000,20.89,1,0.13,N,3,Male,Divorced,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.1296296296,5313.107816,0.2280205151,6,0.5946293561,1
CUST_07077,22,51168,MORTGAGE,6,VENTURE,B,15500,10.99,0,0.3,N,3,Male,Divorced,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,60,0.3029237023,11656.84099,0.5307387624,15,0.05370518804,1
CUST_07078,24,54000,RENT,0,DEBTCONSOLIDATION,D,7000,15.99,1,0.13,Y,3,Male,Single,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,36,0.1296296296,6711.668359,0.2539197844,15,0.9065838392,1
CUST_07079,25,60000,RENT,3,VENTURE,D,7000,15.62,0,0.12,N,4,Male,Divorced,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,60,0.1166666667,3499.780329,0.1749963388,7,0.1202015344,0
CUST_07080,25,60000,RENT,3,HOMEIMPROVEMENT,A,7000,6.92,0,0.12,N,2,Female,Married,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,36,0.1166666667,13067.84009,0.3344640016,9,0.5762626828,0
CUST_07081,23,60000,RENT,4,DEBTCONSOLIDATION,A,7000,5.79,0,0.12,N,3,Male,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.1166666667,14098.16054,0.351636009,11,0.1894095712,0
CUST_07082,26,60000,RENT,3,MEDICAL,A,7000,6.91,0,0.12,N,2,Female,Single,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,36,0.1166666667,13215.09967,0.3369183278,4,0.7930577576,0
CUST_07083,25,51300,MORTGAGE,7,VENTURE,A,11000,5.99,0,0.21,N,3,Male,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,36,0.2144249513,11881.86504,0.4460402542,14,0.1840768645,0
CUST_07084,25,60000,RENT,0,MEDICAL,B,7000,9.25,0,0.12,N,2,Male,Divorced,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Self-employed,24,0.1166666667,7071.988991,0.2345331498,12,0.4858930616,2
CUST_07085,24,60000,RENT,5,EDUCATION,A,7000,6.54,0,0.12,N,4,Male,Single,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,36,0.1166666667,17813.12631,0.4135521051,5,0.8050521325,1
CUST_07086,22,51300,OWN,6,PERSONAL,D,11200,15.31,0,0.22,Y,3,Female,Single,PhD,UK,England,Manchester,53.4808,-2.2426,Part-time,60,0.2183235867,11694.40508,0.4462846993,2,0.4597273526,0
CUST_07087,25,60000,RENT,9,MEDICAL,B,7000,10.36,0,0.12,N,4,Male,Married,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Unemployed,36,0.1166666667,11140.64531,0.3023440885,8,0.7432901374,0
CUST_07088,23,51319,MORTGAGE,2,VENTURE,B,20000,10.37,0,0.39,N,3,Male,Married,Master,USA,Texas,Dallas,32.7767,-96.797,Full-time,60,0.3897192073,9901.030355,0.5826502924,10,0.3593000038,3
CUST_07089,22,60000,RENT,3,EDUCATION,A,7000,6.91,0,0.12,N,2,Female,Single,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.1166666667,5506.10532,0.2084350887,10,0.2649255018,1
CUST_07090,22,60000,RENT,5,MEDICAL,B,7000,9.99,0,0.12,N,4,Male,Married,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,12,0.1166666667,14286.99701,0.3547832835,5,0.537759018,1
CUST_07091,22,54000,RENT,6,MEDICAL,D,7000,14.96,1,0.13,Y,4,Female,Married,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,36,0.1296296296,11471.41673,0.3420632727,6,0.05189963844,0
CUST_07092,24,60000,RENT,0,VENTURE,A,7000,7.88,0,0.12,N,3,Male,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.1166666667,4034.426206,0.1839071034,3,0.3286267807,2
CUST_07093,22,54000,RENT,2,PERSONAL,D,7000,14.96,1,0.13,N,3,Male,Single,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.1296296296,16145.76248,0.4286252311,7,0.2463791035,0
CUST_07094,24,60000,RENT,0,EDUCATION,A,7000,9.32,0,0.12,N,3,Female,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Unemployed,36,0.1166666667,12080.9237,0.318015395,7,0.4078801411,1
CUST_07095,24,60140,RENT,2,VENTURE,A,7000,8.59,0,0.12,N,3,Female,Married,Master,USA,New York,Buffalo,42.8864,-78.8784,Part-time,60,0.1163950782,11793.72928,0.3124996554,7,0.7355285807,0
CUST_07096,24,51480,MORTGAGE,7,MEDICAL,A,12000,7.88,0,0.23,N,2,Female,Divorced,High School,USA,Texas,Dallas,32.7767,-96.797,Unemployed,12,0.2331002331,9942.643628,0.4262362787,13,0.1254012109,1
CUST_07097,22,51480,MORTGAGE,4,MEDICAL,B,3000,11.83,0,0.06,N,2,Male,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,60,0.05827505828,9426.497625,0.2413849577,12,0.3823832673,0
CUST_07098,23,45480,MORTGAGE,7,DEBTCONSOLIDATION,C,4400,13.16,1,0.1,N,3,Male,Married,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.09674582234,3622.001438,0.1763852559,1,0.3321728482,0
CUST_07099,25,51492,MORTGAGE,2,EDUCATION,B,13800,10.38,0,0.27,N,4,Female,Married,Master,UK,Wales,Swansea,51.6214,-3.9436,Full-time,12,0.2680027966,2752.792601,0.3214633846,14,0.3835803895,0
CUST_07100,22,60500,RENT,3,DEBTCONSOLIDATION,C,7000,12.84,0,0.12,N,2,Female,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Part-time,36,0.1157024793,9012.858134,0.2646753411,3,0.202918189,0
CUST_07101,26,51500,OWN,10,HOMEIMPROVEMENT,A,15000,6.92,0,0.29,N,2,Male,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,24,0.2912621359,12855.2123,0.5408779088,11,0.7043666133,0
CUST_07102,24,51500,MORTGAGE,2,VENTURE,A,6300,5.79,0,0.12,N,3,Male,Divorced,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Part-time,24,0.1223300971,13382.92432,0.3821927052,4,0.4837133178,1
CUST_07103,23,62000,RENT,5,PERSONAL,B,7000,9.91,0,0.11,N,4,Male,Single,Master,UK,England,London,51.5074,-0.1278,Part-time,24,0.1129032258,7320.571923,0.2309769665,7,0.1236921718,1
CUST_07104,26,51500,MORTGAGE,7,VENTURE,B,11000,,0,0.21,N,3,Male,Single,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Unemployed,36,0.213592233,6642.670794,0.3425761319,2,0.7781855595,0
CUST_07105,26,51500,MORTGAGE,3,HOMEIMPROVEMENT,D,9600,15.21,0,0.19,Y,4,Male,Single,Master,USA,Texas,Dallas,32.7767,-96.797,Self-employed,60,0.186407767,13337.02553,0.4453791366,15,0.8332940933,1
CUST_07106,24,51500,MORTGAGE,6,MEDICAL,A,4000,7.51,0,0.08,N,2,Female,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.07766990291,13136.96021,0.332756509,6,0.7370094096,0
CUST_07107,22,51500,MORTGAGE,6,EDUCATION,B,7500,9.88,0,0.15,N,3,Male,Single,PhD,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,60,0.145631068,11398.46554,0.366960496,2,0.7953025778,0
CUST_07108,25,62000,RENT,9,DEBTCONSOLIDATION,A,7000,7.49,0,0.11,N,4,Female,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.1129032258,8442.72665,0.2490762363,3,0.6404220773,0
CUST_07109,23,62100,RENT,3,MEDICAL,B,7000,,0,0.11,N,2,Male,Single,Master,UK,England,Manchester,53.4808,-2.2426,Self-employed,36,0.1127214171,7342.216505,0.2309535669,12,0.1122844377,0
CUST_07110,23,51600,MORTGAGE,4,EDUCATION,B,7200,10.65,0,0.14,N,3,Male,Single,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Self-employed,36,0.1395348837,11729.16676,0.3668443171,15,0.7012830887,0
CUST_07111,26,63000,RENT,4,VENTURE,D,7000,14.84,0,0.11,N,2,Male,Married,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Self-employed,60,0.1111111111,11820.98478,0.2987457902,5,0.8960246366,0
CUST_07112,22,64000,RENT,6,EDUCATION,A,7000,5.79,0,0.11,N,3,Female,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Unemployed,36,0.109375,11782.75713,0.2934805802,3,0.1864837799,1
CUST_07113,22,51600,MORTGAGE,6,EDUCATION,B,4200,10.59,0,0.08,N,3,Male,Married,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.08139534884,3274.515734,0.1448549561,12,0.7705232701,1
CUST_07114,23,51600,MORTGAGE,1,DEBTCONSOLIDATION,B,5000,10.59,0,0.1,N,3,Female,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,12,0.09689922481,3955.819329,0.1735623901,12,0.8211112105,1
CUST_07115,23,64600,RENT,7,MEDICAL,B,7000,11.86,0,0.11,N,3,Female,Married,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,36,0.1083591331,16706.72951,0.366977237,14,0.290162899,0
CUST_07116,25,64800,RENT,1,PERSONAL,C,7000,12.73,0,0.11,N,2,Male,Married,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,60,0.1080246914,11109.63887,0.2794697356,11,0.06647535672,0
CUST_07117,22,65000,RENT,4,EDUCATION,C,7000,14.27,0,0.11,Y,4,Male,Married,Master,USA,California,San Francisco,37.7749,-122.4194,Part-time,60,0.1076923077,3419.142634,0.1602945021,6,0.2193518694,2
CUST_07118,22,51600,MORTGAGE,2,VENTURE,C,7000,12.98,0,0.14,Y,2,Female,Single,PhD,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.1356589147,6554.626554,0.2626865611,15,0.242722045,2
CUST_07119,22,65000,RENT,7,EDUCATION,D,7000,15.99,0,0.11,N,3,Male,Single,Master,UK,Scotland,Edinburgh,55.9533,-3.1883,Unemployed,60,0.1076923077,8370.425032,0.2364680774,5,0.3409295829,0
CUST_07120,25,51600,OWN,2,VENTURE,D,6000,,0,0.12,N,4,Male,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,12,0.1162790698,10973.13304,0.3289366869,2,0.06924619673,2
CUST_07121,22,65000,RENT,0,DEBTCONSOLIDATION,C,7000,12.99,0,0.11,N,2,Male,Single,Master,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.1076923077,3409.733747,0.16014975,14,0.3272384639,0
CUST_07122,26,51600,OWN,10,HOMEIMPROVEMENT,B,15000,9.88,0,0.29,N,3,Male,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,36,0.2906976744,3648.343293,0.3614020018,4,0.9402683496,0
CUST_07123,24,51600,OWN,8,VENTURE,C,20000,12.87,0,0.39,N,4,Male,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,12,0.3875968992,4991.802116,0.4843372503,4,0.4330838775,0
CUST_07124,26,65000,RENT,3,EDUCATION,A,7000,,0,0.11,N,2,Female,Divorced,High School,USA,Texas,Houston,29.7604,-95.3698,Part-time,36,0.1076923077,15924.66187,0.3526871058,2,0.4835359459,1
CUST_07125,23,65000,RENT,7,EDUCATION,B,7000,10.75,0,0.11,N,4,Female,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.1076923077,11626.71467,0.2865648411,9,0.6929120967,1
CUST_07126,25,51669,MORTGAGE,2,HOMEIMPROVEMENT,B,12000,10.37,0,0.23,N,4,Female,Married,Master,UK,England,Manchester,53.4808,-2.2426,Full-time,12,0.2322475759,2628.893532,0.2831270884,5,0.6615475922,1
CUST_07127,25,51684,MORTGAGE,9,PERSONAL,D,4000,15.99,0,0.08,N,4,Female,Married,High School,UK,Wales,Swansea,51.6214,-3.9436,Part-time,36,0.0773933906,7257.364857,0.2178114089,8,0.1408905657,1
CUST_07128,26,51700,OWN,2,HOMEIMPROVEMENT,A,13200,7.51,0,0.26,N,4,Female,Single,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Part-time,60,0.2553191489,14250.66579,0.5309606536,6,0.8710092729,1
CUST_07129,22,51800,MORTGAGE,4,EDUCATION,B,7200,11.71,0,0.14,N,3,Male,Widowed,High School,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.138996139,10310.28145,0.3380363214,15,0.490888489,1
CUST_07130,21,51800,MORTGAGE,1,VENTURE,B,5000,9.99,0,0.1,N,3,Female,Married,High School,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,12,0.09652509653,13415.41298,0.355509903,5,0.6864177371,0
CUST_07131,24,65000,RENT,0,DEBTCONSOLIDATION,B,7000,11.83,0,0.11,N,2,Female,Married,High School,USA,Texas,Houston,29.7604,-95.3698,Self-employed,24,0.1076923077,9614.750855,0.2556115516,3,0.2580634616,1
CUST_07132,23,51852,MORTGAGE,0,MEDICAL,A,10000,8.59,0,0.19,N,2,Male,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Self-employed,36,0.1928565918,4486.839933,0.2793882576,4,0.6468656073,0
CUST_07133,23,65000,RENT,0,VENTURE,B,7000,10.71,0,0.11,N,2,Male,Married,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.1076923077,16681.51055,0.3643309316,12,0.1176179375,2
CUST_07134,21,65000,RENT,0,VENTURE,A,7000,,0,0.11,N,4,Male,Divorced,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.1076923077,15339.27824,0.3436812037,10,0.5938925547,1
CUST_07135,22,51900,MORTGAGE,5,VENTURE,B,14100,11.49,0,0.27,N,2,Female,Married,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Unemployed,24,0.2716763006,7411.265898,0.4144752582,8,0.2102101211,0
CUST_07136,23,66000,RENT,2,EDUCATION,A,7000,7.66,0,0.11,N,3,Male,Widowed,High School,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,36,0.1060606061,3950.857022,0.1659220761,8,0.1922715437,0
CUST_07137,24,51992,MORTGAGE,9,PERSONAL,C,15000,13.98,0,0.29,N,3,Male,Divorced,Bachelor,UK,England,London,51.5074,-0.1278,Part-time,60,0.288505924,4960.405928,0.3839130237,2,0.7637055855,2
CUST_07138,22,66000,RENT,0,EDUCATION,B,7000,9.99,0,0.11,N,4,Male,Married,Master,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,60,0.1060606061,6191.374918,0.1998693169,1,0.3750174651,0
CUST_07139,24,51996,MORTGAGE,3,PERSONAL,A,7000,7.49,0,0.13,N,3,Male,Married,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,36,0.1346257404,7502.242089,0.2789107256,12,0.6963404208,0
CUST_07140,24,66000,RENT,2,VENTURE,B,7000,11.49,0,0.11,N,3,Female,Married,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,24,0.1060606061,8244.738435,0.2309808854,4,0.5057207382,3
CUST_07141,24,60000,RENT,8,EDUCATION,A,7000,7.51,1,0.12,N,4,Female,Married,Master,UK,England,London,51.5074,-0.1278,Full-time,36,0.1166666667,7356.122496,0.2392687083,6,0.4656550386,1
CUST_07142,21,51996,MORTGAGE,1,EDUCATION,A,18000,8.49,0,0.35,N,2,Male,Married,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.3461804754,6128.569921,0.4640466559,3,0.7605902817,1
CUST_07143,26,51996,MORTGAGE,8,DEBTCONSOLIDATION,A,18000,8.49,0,0.35,N,3,Male,Married,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Part-time,36,0.3461804754,14215.08054,0.6195684387,3,0.4042366332,1
CUST_07144,23,51996,MORTGAGE,3,PERSONAL,A,5000,6.92,0,0.1,N,3,Male,Married,High School,USA,New York,New York City,40.7128,-74.006,Full-time,24,0.09616124317,14545.85423,0.3759107284,1,0.9345736929,0
CUST_07145,24,51996,MORTGAGE,0,PERSONAL,B,12000,10.74,0,0.23,N,3,Female,Single,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.2307869836,3183.212446,0.2920073168,13,0.1940526632,0
CUST_07146,25,67000,RENT,3,EDUCATION,A,7000,8.94,0,0.1,N,4,Male,Married,PhD,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,60,0.1044776119,18402.19667,0.3791372637,14,0.9352554157,0
CUST_07147,25,45996,MORTGAGE,9,HOMEIMPROVEMENT,C,11000,12.68,1,0.24,N,2,Female,Married,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,24,0.2391512305,12017.43525,0.5004225421,14,0.5515435454,0
CUST_07148,26,67550,RENT,3,MEDICAL,A,7000,8.9,0,0.1,N,2,Female,Single,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,60,0.103626943,4303.680154,0.1673379742,5,0.6391462044,0
CUST_07149,23,67752,RENT,3,EDUCATION,A,7000,6.62,0,0.1,N,4,Male,Single,PhD,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.1033179832,4236.445937,0.1658467047,7,0.1796638553,0
CUST_07150,22,51996,OWN,6,VENTURE,C,8400,12.98,0,0.16,Y,4,Male,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,24,0.1615508885,9386.613563,0.3420765744,1,0.8594470281,0
CUST_07151,23,68700,RENT,2,VENTURE,C,7000,12.53,0,0.1,N,4,Female,Single,Master,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.1018922853,6086.487304,0.1904874426,10,0.5960082499,1
CUST_07152,25,69500,RENT,7,MEDICAL,C,7000,10.78,0,0.1,Y,3,Female,Divorced,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.1007194245,5430.172604,0.1788514044,13,0.3369855822,0
CUST_07153,22,54400,RENT,2,MEDICAL,E,7000,,1,0.11,Y,2,Female,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Full-time,12,0.1286764706,8484.688757,0.2846450139,4,0.8192837348,1
CUST_07154,25,51996,MORTGAGE,6,VENTURE,C,7000,,0,0.13,N,3,Male,Single,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,24,0.1346257404,3231.548413,0.196775683,14,0.6308094425,0
CUST_07155,25,70000,RENT,2,MEDICAL,C,7000,13.79,0,0.1,Y,3,Female,Single,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Full-time,12,0.1,5953.477475,0.1850496782,15,0.9145555933,2
CUST_07156,22,51996,MORTGAGE,6,PERSONAL,A,6000,7.88,0,0.12,N,4,Male,Married,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Full-time,24,0.1153934918,12315.43839,0.352247065,8,0.3527967967,0
CUST_07157,25,70356,RENT,8,HOMEIMPROVEMENT,A,7000,7.29,0,0.1,N,4,Male,Married,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,60,0.09949400193,9988.519916,0.2414651191,10,0.2702675645,2
CUST_07158,22,51996,OWN,7,VENTURE,B,6000,10.75,0,0.12,N,2,Female,Divorced,PhD,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.1153934918,7589.574966,0.2613580846,5,0.4259321268,2
CUST_07159,22,51996,MORTGAGE,6,EDUCATION,A,9600,7.14,0,0.18,N,4,Female,Married,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Part-time,36,0.1846295869,3360.256721,0.2492548796,4,0.8092842494,0
CUST_07160,23,72000,RENT,0,MEDICAL,A,7000,7.9,0,0.1,N,2,Male,Married,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.09722222222,16619.15555,0.328043827,13,0.6206251185,0
CUST_07161,23,72000,RENT,7,EDUCATION,C,7000,13.11,0,0.1,Y,4,Male,Married,High School,UK,England,Manchester,53.4808,-2.2426,Unemployed,36,0.09722222222,14613.71685,0.3001905119,3,0.6144952607,1
